ID,ORIGINAL,TRANSLATE,CRASH,LIMITED
4459,OBJECT_DOLL_HERO_01,Твоя кукла,Куклы Героев,0
4460,OBJECT_DOLL_JACK_OF_BLADES_01,Кукла Джека,Куклы Героев,0
4461,OBJECT_DOLL_MAZE_01,Кукла Мэйза,Куклы Героев,0
4462,OBJECT_DOLL_SCARLET_ROBE_01,Кукла Скарлетт Роуб,Куклы Героев,0
4463,OBJECT_DOLL_SCYTHE_01,Кукла Жнеца,Куклы Героев,0
4464,OBJECT_DOLL_THUNDER_01,Кукла Громобоя,Куклы Героев,0
4465,OBJECT_DOLL_TWINBLADE_01,Кукла Два-Ножа,Куклы Героев,0
4466,OBJECT_DOLL_WHISPER_01,Кукла Уиспер,Куклы Героев,0
4467,OBJECT_FISHING_ROD_BASIC,Удочка,Прочее,0
4468,OBJECT_OLD_BOOT_01,Старый башмак,Прочее,0
4469,OBJECT_BUCKET_RUSTY_01,Ржавое ведро,Прочее,0
4470,OBJECT_STICK,Палка,Оружие,0
4471,OBJECT_MAP_PIECE_01,Фрагмент карты,Прочее,0
4472,OBJECT_OAK_VALE_GATE_PASS,Пропуск в Оуквэйл,Прочее,0
4473,OBJECT_TREASURE_CLUE_1,Подсказка 1,Подсказки к кладу,0
4474,OBJECT_TREASURE_CLUE_2,Подсказка 2,Подсказки к кладу,0
4475,OBJECT_TREASURE_CLUE_3,Подсказка 3,Подсказки к кладу,0
4476,OBJECT_TREASURE_CLUE_4,Подсказка 4,Подсказки к кладу,0
4477,OBJECT_TREASURE_CLUE_5,Подсказка 5,Подсказки к кладу,0
4478,OBJECT_TREASURE_CLUE_6,Подсказка 6,Подсказки к кладу,0
4479,OBJECT_HEIRLOOM_JEWELBOX_01,Шкатулка,Прочее,0
4480,OBJECT_CHAMPIONS_SEAL,Печать Чемпиона,Трофей,0
4481,OBJECT_SISTERS_LOCKET,Медальон сестры,Прочее,0
4482,OBJECT_LANTERN,Лампа,Ландшафт (не поднять),0
4483,OBJECT_GUILDSEAL_BASE,Амулет,Ландшафт (не поднять),0
4484,OBJECT_GUILDSEAL_FULL,Печать Гильдии,Ландшафт (не поднять),0
4485,OBJECT_HOUSE_DEEDS,Закладная на дом,Прочее,0
4486,OBJECT_HOUSE_DEEDS_LADY_GREY,Закладная на особняк леди Грей,Прочее,0
4487,OBJECT_DEEDS_HEROS_HOUSE,Закладная на твой старый дом,Прочее,0
4488,OBJECT_SICK_CHILD_MANS_LETTER,Письмо от Сайрила,Прочее,0
4489,OBJECT_SICK_CHILD_WOMANS_LETTER,Ответ Майры,Прочее,0
4490,OBJECT_SICK_CHILD_WOMANS_HERO_LETTER,Письмо от Майры,Прочее,0
4491,OBJECT_HAUNTED_DIARY_02,This is Placeholder,Прочее,0
4492,OBJECT_BEGGAR_HAT,Шляпа Бродяги,Прочее,0
4493,OBJECT_HOBBE_TEETH_BAG,Мешочек с зубами хоббов,Прочее,0
4494,OBJECT_MAP_KEEPER_REWARD,Тайная карта,Трофей,0
4495,OBJECT_TROPHY_BANDITKING_01,Разбойничья печать,Трофей,0
4496,OBJECT_WASP_QUEEN_HEAD_01,Голова Царицы Ос,Трофей,0
4497,OBJECT_WASP_QUEEN_HEAD_EVILTEST,Злая голова Осиной Царицы,Трофей,0
4498,OBJECT_TROPHY_KING_SCORPION_01,Жало королевского скорпиона,Трофей,0
4499,OBJECT_TROPHY_BALVERINE_HEAD,Голова оборотня,Трофей,0
4500,OBJECT_TROPHY_CLAW,Коготь,Трофей,0
4501,OBJECT_TROPHY_HERO_AXE,Топор Героя,Трофей,0
4502,OBJECT_TROPHY_HERO_BELT,Пояс Героя,Трофей,0
4503,OBJECT_TROPHY_LOBSTER_CLAW,Коготь омара,Трофей,0
4504,OBJECT_TROPHY_TOOTH,Зуб хобба,Трофей,0
4505,OBJECT_TROPHY_TRADER_HEAD,Голова торговца,Трофей,0
4506,OBJECT_SCRUMPY_CRATE_TROPHY,Ящик сидра,Трофей,0
4507,OBJECT_PUNCHCLUB_TROPHY_KNOTHOLE,Приз Бойцовского клуба,Трофей,0
4508,OBJECT_TROPHY_THUNDER,Шлем Громобоя,Трофей,0
4509,OBJECT_TROPHY_KRAKEN_TOOTH,Клык кракена,Трофей,0
4510,OBJECT_TROPHY_ARCHAEOLOGIST_MAP_01,Карта Археолога,Трофей,0
4511,OBJECT_TROPHY_DRAGON_SCALE_01,Чешуйка дракона,Трофей,0
4512,OBJECT_TROPHY_BALVERINE_FM_HEAD_01,Голова Белого оборотня,Трофей,0
4513,OBJECT_TROPHY_GOLDEN_FISH_01,Золотая рыбка,Трофей,0
4514,OBJECT_TROPHY_HOBBE_HEAD_01,Голова хобба,Трофей,0
4515,OBJECT_TROPHY_MAZE_HEAD_01,Фибула Мэйза,Трофей,0
4516,OBJECT_TROPHY_MINION_HELMET_01,Череп миньона,Трофей,0
4517,OBJECT_TROPHY_PUNCH_CLUB_01,Приз Бойцовского клуба,Трофей,0
4518,OBJECT_TROPHY_SCORPION_STING_01,Жало скорпиона,Трофей,0
4519,OBJECT_TROPHY_SILVER_ARROW_01,Серебряная стрела,Трофей,0
4520,OBJECT_TROPHY_TRADER_FEATHER_01,Перо торговца,Трофей,0
4521,OBJECT_TROPHY_UNDEAD_HAND_01,Рука воина нежити,Трофей,0
4522,OBJECT_TROPHY_WHISPER_BROOCH_01,Брошь Уиспер,Трофей,0
4523,OBJECT_TROPHY_JOB_MASK_01,Маска Джека,Трофей,0
4524,OBJECT_TROPHY_DRAGON_GATE_01,Круг Архона,Трофей,0
4525,OBJECT_TROPHY_SHIP_MAP_01,Карта Затерянной Бухты,Трофей,0
4526,OBJECT_TROPHY_SUMMONER_01,Перчатка Призывающего,Трофей,0
4527,OBJECT_TROPHY_FIREHEART_01,Лента Огненного Сердца,Трофей,0
4528,OBJECT_PUNCH_CLUB_MEMBERSHIP_L1,Диплом кулачного бойца 1 ст.,Прочее,0
4529,OBJECT_PUNCH_CLUB_MEMBERSHIP_L2,Диплом кулачного бойца 2 ст.,Прочее,0
4530,OBJECT_PUNCH_CLUB_MEMBERSHIP_L3,Диплом кулачного бойца 3 ст.,Прочее,0
4531,OBJECT_BANDIT_CAMP_PASS,Разбойничий пропуск,Прочее,0
4532,OBJECT_TEST_ROTATING_KEY,Пропуск в Оуквэйл,Прочее,0
4533,OBJECT_SETHTON_LOVE_LETTER,Закладная на платяной магазин в Бауэрстоуне,Прочее,0
4534,OBJECT_SECRET_GROVE_KEY,Закладная на платяной магазин в Бауэрстоуне,Прочее,0
4535,OBJECT_NOMINATION_CERTIFICATE,Фрагмент карты,Прочее,0
4536,OBJECT_GRANNY_SPECIAL_PIE,Бабушкин пирог,Прочее,0
4537,OBJECT_BOUNTYBANDIT_RING,Фрагмент карты,Прочее,0
4538,OBJECT_GREY_SISTER_DYING_LETTER,Исписанный пергамент,Прочее,0
4539,OBJECT_BOOK_STORY_01,Падение дома Саттеров,Книги,0
4540,OBJECT_BOOK_STORY_02,Раскаявшийся алхимик,Книги,0
4541,OBJECT_BOOK_STORY_03,Подгнившее Яблочко,Книги,0
4542,OBJECT_BOOK_STORY_04,Путь Героя 2,Книги,0
4543,OBJECT_BOOK_STORY_05,Аво Милосердный,Книги,0
4544,OBJECT_BOOK_STORY_06,Путь Героя 3,Книги,0
4545,OBJECT_BOOK_STORY_07,Последний день Оуквэйла,Книги,0
4546,OBJECT_BOOK_STORY_08,Подвиги Аэркана,Книги,0
4547,OBJECT_BOOK_STORY_09,Баллада Брагейтской Темницы,Книги,0
4548,OBJECT_BOOK_STORY_10,Путь Героя 1,Книги,0
4549,OBJECT_BOOK_STORY_11,История 'х',Книги,0
4550,OBJECT_BOOK_STORY_12,Гильдия Геморроев,Книги,0
4551,OBJECT_BOOK_STORY_13,Истребительница оборотней,Книги,0
4552,OBJECT_BOOK_STORY_14,Злоключения портняжки,Книги,0
4553,OBJECT_BOOK_STORY_15,Троеженец,Книги,0
4554,OBJECT_BOOK_STORY_16,Путь Героя 4,Книги,0
4555,OBJECT_BOOK_GUILD_ARENA,Арена,Книги,0
4556,OBJECT_BOOK_GUILD_CREATURES,"""Фауна Альбиона"", том 1",Книги,0
4557,OBJECT_BOOK_GUILD_CREATURES_02,"""Фауна Альбиона"", том 2",Книги,0
4558,OBJECT_BOOK_GUILD_CREATURES_03,"""Фауна Альбиона"", том 3",Книги,0
4559,OBJECT_BOOK_GUILD_CREATURES_04,Создания Севера,Книги,0
4560,OBJECT_BOOK_GUILD_DRAGONS,Драконы,Книги,0
4561,OBJECT_BOOK_GUILD_HAIKUS,Три хокку барда Микко,Книги,0
4562,OBJECT_BOOK_GUILD_HISTORY,История Гильдии,Книги,0
4563,OBJECT_BOOK_GUILD_JACK1,Джек-из-Тени,Книги,0
4564,OBJECT_BOOK_GUILD_LOVE_STORY,История любви,Книги,0
4565,OBJECT_BOOK_GUILD_MAXLEY,Сказка про Максли,Книги,0
4566,OBJECT_BOOK_GUILD_NORTHERN_WASTE,Северные Пустоши,Книги,0
4567,OBJECT_BOOK_GUILD_OK1,Стародавнее Королевство,Книги,0
4568,OBJECT_BOOK_GUILD_OTHER_LAND,Другая Земля,Книги,0
4569,OBJECT_BOOK_GUILD_SEERS,Провидицы и пророки,Книги,0
4570,OBJECT_BOOK_GUILD_SPELLS,Книга заклятий,Книги,0
4571,OBJECT_BOOK_GUILD_TWINBLADE,История Два-Ножа,Книги,0
4572,OBJECT_BOOK_GUILD_WEAPONS,Иерархия оружия,Книги,0
4573,OBJECT_BOOK_GUILD_WHITE_BALVERINE,Белый оборотень,Книги,0
4574,OBJECT_BOOK_THERESA_LETTER,Письмо Терезы,Книги,0
4575,OBJECT_BOOK_BLOODLINE,Династия,Книги,0
4576,OBJECT_MAZE_JOURNAL,Тауматургика Арбана,Книги,0
4577,OBJECT_HAUNTED_DIARY_01,Пыльный блокнот,Книги,0
4578,OBJECT_NAME_01,Name 01,Книги,0
4579,OBJECT_NAME_02,Name 02,Книги,0
4580,OBJECT_NAME_03,Name 03,Книги,0
4581,OBJECT_NAME_04,Name 04,Книги,0
4582,OBJECT_NAME_05,Name 05,Книги,0
4583,OBJECT_NAME_06,Name 06,Книги,0
4584,OBJECT_NAME_07,Name 07,Книги,0
4585,OBJECT_NAME_08,Name 08,Книги,0
4586,OBJECT_NAME_09,Name 09,Книги,0
4587,OBJECT_NAME_10,Name 10,Книги,0
4588,OBJECT_NAME_11,Name 11,Книги,0
4589,OBJECT_NAME_12,Name 12,Книги,0
4590,OBJECT_NAME_13,Name 13,Книги,0
4591,OBJECT_NAME_14,Name 14,Книги,0
4592,OBJECT_NAME_15,Name 15,Книги,0
4593,OBJECT_NAME_16,Name 16,Книги,0
4594,OBJECT_NAME_17,Name 17,Книги,0
4595,OBJECT_NAME_18,Name 18,Книги,0
4596,OBJECT_NAME_19,Name 19,Книги,0
4597,OBJECT_NAME_20,Name 20,Книги,0
4598,OBJECT_REDPOTION,Флакон с красным зельем (светится синим),Ландшафт (не поднять),0
4599,OBJECT_REDPOTION_BIG,"Флакон с красным зельем (большой, светится синим)",Ландшафт (не поднять),0
4600,OBJECT_POTION_BLUE_01,Флакон с зельем магии (светится синим),Ландшафт (не поднять),0
4601,OBJECT_POTION_BLUE_EMPTY_01,Пустой флакон для зелья (светится синим),Ландшафт (не поднять),0
4602,OBJECT_POTION_RED_02,Флакон с зельем здоровья (светится синим),Ландшафт (не поднять),0
4603,OBJECT_POTION_RED_EMPTY_02,Пустой флакон для зелья (светится синим),Ландшафт (не поднять),0
4604,OBJECT_POTION_GREEN_03,Флакон с зеленым зельем (светится синим),Ландшафт (не поднять),0
4605,OBJECT_POTION_GREEN_EMPTY_03,Пустой флакон для зелья (светится синим),Ландшафт (не поднять),0
4606,OBJECT_BOOK_01,Книга,Ландшафт (не поднять),0
4607,OBJECT_BOOK_LOCKED_01,Книга закрытая,Ландшафт (не поднять),0
4608,OBJECT_BOOK_OPEN_01,Книга открытая,Ландшафт (не поднять),0
4609,OBJECT_BOOK_LOCKED_02,Книга закрытая,Ландшафт (не поднять),0
4610,OBJECT_BOOK_OPEN_02,Книга открытая,Ландшафт (не поднять),0
4611,OBJECT_BOOK_03,Книга,Ландшафт (не поднять),0
4612,OBJECT_BOOK_LOCKED_03,Книга закрытая,Ландшафт (не поднять),0
4613,OBJECT_BOOK_OPEN_03,Книга открытая,Ландшафт (не поднять),0
4614,OBJECT_BOOK_04,Книга,Ландшафт (не поднять),0
4615,OBJECT_BOOK_LOCKED_04,Книга закрытая,Ландшафт (не поднять),0
4616,OBJECT_BOOK_OPEN_04,Книга открытая,Ландшафт (не поднять),0
4617,OBJECT_TATTOO_CARD_01,Карточка с тату,Ландшафт (не поднять),0
4618,OBJECT_MEAT_HUNK_01,Баранина,Ландшафт (не поднять),0
4619,OBJECT_PIE_APPLE_01_OLD,Яблочный пирог,Ландшафт (не поднять),0
4620,OBJECT_PIE_REDCURRANT_01_OLD,Пирог из красной смородины,Ландшафт (не поднять),0
4621,OBJECT_ROSE_BLACK_BUD_01,Черная роза,Ландшафт (не поднять),0
4622,OBJECT_ROSE_RED_BUD_01,Красная роза,Ландшафт (не поднять),0
4623,OBJECT_GEMSTONE_EMERALD_01,Изумруд,Ландшафт (не поднять),0
4624,OBJECT_GEMSTONE_RUBY_01,Рубин,Ландшафт (не поднять),0
4625,OBJECT_ORCHARD_FARM_GEM,Рубин (огромный),Ландшафт (не поднять),0
4626,OBJECT_ORCHARD_FARM_SMALLER_GEM,Рубин (большой),Ландшафт (не поднять),0
4627,OBJECT_GEMSTONE_SAPPHIRE_01,Сапфир,Ландшафт (не поднять),0
4628,OBJECT_MUSHROOM_PICKED_BROWN_01,Гриб (коричневый),Ландшафт (не поднять),0
4629,OBJECT_MUSHROOM_PICKED_GREEN_01,Гриб (зеленый),Ландшафт (не поднять),0
